"Period","Month","Year","Geography level","Geography","Activity level","Breakdown","Breakdown value","Count","Adjusted count"
"Month","June","2022","National","England","Regimens","Tumour group","Bone and soft tissue",857,900
"Month","June","2022","National","England","Regimens","Tumour group","Brain and CNS",1457,1530
"Month","June","2022","National","England","Regimens","Tumour group","Breast",22529,23655
"Month","June","2022","National","England","Regimens","Tumour group","Colorectal",9485,9959
"Month","June","2022","National","England","Regimens","Tumour group","Endocrine",326,342
"Month","June","2022","National","England","Regimens","Tumour group","Gynaecological",6151,6459
"Month","June","2022","National","England","Regimens","Tumour group","Haematological",26458,27781
"Month","June","2022","National","England","Regimens","Tumour group","Head and Neck",1075,1129
"Month","June","2022","National","England","Regimens","Tumour group","Lung",8955,9403
"Month","June","2022","National","England","Regimens","Tumour group","Melanoma",2819,2960
"Month","June","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2654,2787
"Month","June","2022","National","England","Regimens","Tumour group","Other cancer",816,857
"Month","June","2022","National","England","Regimens","Tumour group","Other haematology",5753,6041
"Month","June","2022","National","England","Regimens","Tumour group","Prostate",10152,10660
"Month","June","2022","National","England","Regimens","Tumour group","Unknown",962,1010
"Month","June","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3400,3570
"Month","June","2022","National","England","Regimens","Tumour group","Urological excl prostate",4590,4820
"Month","July","2022","National","England","Regimens","Tumour group","Bone and soft tissue",867,867
"Month","July","2022","National","England","Regimens","Tumour group","Brain and CNS",1427,1427
"Month","July","2022","National","England","Regimens","Tumour group","Breast",22337,22337
"Month","July","2022","National","England","Regimens","Tumour group","Colorectal",9313,9313
"Month","July","2022","National","England","Regimens","Tumour group","Endocrine",331,331
"Month","July","2022","National","England","Regimens","Tumour group","Gynaecological",6090,6090
"Month","July","2022","National","England","Regimens","Tumour group","Haematological",26432,26432
"Month","July","2022","National","England","Regimens","Tumour group","Head and Neck",1109,1109
"Month","July","2022","National","England","Regimens","Tumour group","Lung",8923,8923
"Month","July","2022","National","England","Regimens","Tumour group","Melanoma",2893,2893
"Month","July","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2608,2608
"Month","July","2022","National","England","Regimens","Tumour group","Other cancer",794,794
"Month","July","2022","National","England","Regimens","Tumour group","Other haematology",5865,5865
"Month","July","2022","National","England","Regimens","Tumour group","Prostate",10156,10156
"Month","July","2022","National","England","Regimens","Tumour group","Unknown",950,950
"Month","July","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3305,3305
"Month","July","2022","National","England","Regimens","Tumour group","Urological excl prostate",4513,4513
"Month","August","2022","National","England","Regimens","Tumour group","Bone and soft tissue",868,829
"Month","August","2022","National","England","Regimens","Tumour group","Brain and CNS",1523,1454
"Month","August","2022","National","England","Regimens","Tumour group","Breast",22683,21652
"Month","August","2022","National","England","Regimens","Tumour group","Colorectal",9481,9050
"Month","August","2022","National","England","Regimens","Tumour group","Endocrine",360,344
"Month","August","2022","National","England","Regimens","Tumour group","Gynaecological",6276,5991
"Month","August","2022","National","England","Regimens","Tumour group","Haematological",26937,25713
"Month","August","2022","National","England","Regimens","Tumour group","Head and Neck",1103,1053
"Month","August","2022","National","England","Regimens","Tumour group","Lung",9091,8678
"Month","August","2022","National","England","Regimens","Tumour group","Melanoma",2954,2820
"Month","August","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2766,2640
"Month","August","2022","National","England","Regimens","Tumour group","Other cancer",818,781
"Month","August","2022","National","England","Regimens","Tumour group","Other haematology",5918,5649
"Month","August","2022","National","England","Regimens","Tumour group","Prostate",10355,9884
"Month","August","2022","National","England","Regimens","Tumour group","Unknown",962,918
"Month","August","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3372,3219
"Month","August","2022","National","England","Regimens","Tumour group","Urological excl prostate",4636,4425
"Month","September","2022","National","England","Regimens","Tumour group","Bone and soft tissue",887,887
"Month","September","2022","National","England","Regimens","Tumour group","Brain and CNS",1504,1504
"Month","September","2022","National","England","Regimens","Tumour group","Breast",22772,22772
"Month","September","2022","National","England","Regimens","Tumour group","Colorectal",9340,9340
"Month","September","2022","National","England","Regimens","Tumour group","Endocrine",346,346
"Month","September","2022","National","England","Regimens","Tumour group","Gynaecological",6299,6299
"Month","September","2022","National","England","Regimens","Tumour group","Haematological",26623,26623
"Month","September","2022","National","England","Regimens","Tumour group","Head and Neck",1121,1121
"Month","September","2022","National","England","Regimens","Tumour group","Lung",9155,9155
"Month","September","2022","National","England","Regimens","Tumour group","Melanoma",2877,2877
"Month","September","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2757,2757
"Month","September","2022","National","England","Regimens","Tumour group","Other cancer",827,827
"Month","September","2022","National","England","Regimens","Tumour group","Other haematology",5774,5774
"Month","September","2022","National","England","Regimens","Tumour group","Prostate",10219,10219
"Month","September","2022","National","England","Regimens","Tumour group","Unknown",926,926
"Month","September","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3346,3346
"Month","September","2022","National","England","Regimens","Tumour group","Urological excl prostate",4610,4610
"Month","October","2022","National","England","Regimens","Tumour group","Bone and soft tissue",836,836
"Month","October","2022","National","England","Regimens","Tumour group","Brain and CNS",1475,1475
"Month","October","2022","National","England","Regimens","Tumour group","Breast",22929,22929
"Month","October","2022","National","England","Regimens","Tumour group","Colorectal",9438,9438
"Month","October","2022","National","England","Regimens","Tumour group","Endocrine",361,361
"Month","October","2022","National","England","Regimens","Tumour group","Gynaecological",6217,6217
"Month","October","2022","National","England","Regimens","Tumour group","Haematological",26988,26988
"Month","October","2022","National","England","Regimens","Tumour group","Head and Neck",1096,1096
"Month","October","2022","National","England","Regimens","Tumour group","Lung",9342,9342
"Month","October","2022","National","England","Regimens","Tumour group","Melanoma",2926,2926
"Month","October","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2784,2784
"Month","October","2022","National","England","Regimens","Tumour group","Other cancer",856,856
"Month","October","2022","National","England","Regimens","Tumour group","Other haematology",5933,5933
"Month","October","2022","National","England","Regimens","Tumour group","Prostate",10490,10490
"Month","October","2022","National","England","Regimens","Tumour group","Unknown",924,924
"Month","October","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3388,3388
"Month","October","2022","National","England","Regimens","Tumour group","Urological excl prostate",4558,4558
"Month","November","2022","National","England","Regimens","Tumour group","Bone and soft tissue",882,842
"Month","November","2022","National","England","Regimens","Tumour group","Brain and CNS",1479,1412
"Month","November","2022","National","England","Regimens","Tumour group","Breast",23637,22563
"Month","November","2022","National","England","Regimens","Tumour group","Colorectal",9702,9261
"Month","November","2022","National","England","Regimens","Tumour group","Endocrine",365,348
"Month","November","2022","National","England","Regimens","Tumour group","Gynaecological",6310,6023
"Month","November","2022","National","England","Regimens","Tumour group","Haematological",27648,26391
"Month","November","2022","National","England","Regimens","Tumour group","Head and Neck",1168,1115
"Month","November","2022","National","England","Regimens","Tumour group","Lung",9656,9217
"Month","November","2022","National","England","Regimens","Tumour group","Melanoma",2928,2795
"Month","November","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2905,2773
"Month","November","2022","National","England","Regimens","Tumour group","Other cancer",823,786
"Month","November","2022","National","England","Regimens","Tumour group","Other haematology",6045,5770
"Month","November","2022","National","England","Regimens","Tumour group","Prostate",10958,10460
"Month","November","2022","National","England","Regimens","Tumour group","Unknown",968,924
"Month","November","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3404,3249
"Month","November","2022","National","England","Regimens","Tumour group","Urological excl prostate",4779,4562
"Month","December","2022","National","England","Regimens","Tumour group","Bone and soft tissue",875,919
"Month","December","2022","National","England","Regimens","Tumour group","Brain and CNS",1409,1479
"Month","December","2022","National","England","Regimens","Tumour group","Breast",23323,24489
"Month","December","2022","National","England","Regimens","Tumour group","Colorectal",9236,9698
"Month","December","2022","National","England","Regimens","Tumour group","Endocrine",361,379
"Month","December","2022","National","England","Regimens","Tumour group","Gynaecological",6241,6553
"Month","December","2022","National","England","Regimens","Tumour group","Haematological",26890,28234
"Month","December","2022","National","England","Regimens","Tumour group","Head and Neck",1113,1169
"Month","December","2022","National","England","Regimens","Tumour group","Lung",9240,9702
"Month","December","2022","National","England","Regimens","Tumour group","Melanoma",2873,3017
"Month","December","2022","National","England","Regimens","Tumour group","Oesophago-gastric",2765,2903
"Month","December","2022","National","England","Regimens","Tumour group","Other cancer",825,866
"Month","December","2022","National","England","Regimens","Tumour group","Other haematology",5948,6245
"Month","December","2022","National","England","Regimens","Tumour group","Prostate",10961,11509
"Month","December","2022","National","England","Regimens","Tumour group","Unknown",1000,1050
"Month","December","2022","National","England","Regimens","Tumour group","Upper GI excl OG",3266,3429
"Month","December","2022","National","England","Regimens","Tumour group","Urological excl prostate",4666,4899
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",3293,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",6416,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Breast",70841,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",35504,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",1245,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",21668,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",89865,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",5413,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Lung",31113,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",8544,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",11403,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",2334,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",19141,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",27791,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",3617,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",11690,NA
"Year",NA,"2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",15253,NA
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",922,922
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1511,1511
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24363,24363
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",10075,10075
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",380,380
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6554,6554
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",28348,28348
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1190,1190
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9723,9723
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3094,3094
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2883,2883
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",842,842
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6434,6434
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11675,11675
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",1033,1033
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3468,3468
"Month","January","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4931,4931
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",915,961
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1446,1518
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",23592,24772
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9730,10216
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",383,402
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6266,6579
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",27042,28394
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1120,1176
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9341,9808
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",2896,3041
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2730,2866
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",839,881
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6015,6316
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11013,11564
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",964,1012
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3291,3456
"Month","February","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4792,5032
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",922,842
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1572,1435
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",25245,23050
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",10206,9319
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",386,352
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6690,6108
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",29116,26584
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1115,1018
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9951,9086
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3111,2840
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2881,2630
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",853,779
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6791,6200
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",12109,11056
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",987,901
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3506,3201
"Month","March","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",5085,4643
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",866,1010
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1487,1735
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24136,28159
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9558,11151
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",372,434
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6310,7362
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",27377,31940
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1082,1262
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9404,10971
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",2965,3459
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2680,3127
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",795,928
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6165,7192
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11169,13030
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",963,1124
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3339,3896
"Month","April","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4822,5626
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",856,899
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1459,1532
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24137,25344
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9671,10155
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",342,359
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6349,6666
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",28256,29669
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1097,1152
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9407,9877
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3079,3233
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2745,2882
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",780,819
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6673,7007
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11853,12446
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",866,909
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3324,3490
"Month","May","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4908,5153
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",870,830
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1482,1415
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24308,23203
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9754,9311
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",334,319
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6334,6046
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",28138,26859
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1161,1108
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9586,9150
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3085,2945
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2756,2631
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",764,729
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6579,6280
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11617,11089
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",851,812
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3290,3140
"Month","June","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",5061,4831
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",866,866
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1454,1454
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24018,24018
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9717,9717
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",365,365
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6125,6125
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",27843,27843
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1190,1190
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9644,9644
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3132,3132
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2824,2824
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",804,804
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6573,6573
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11614,11614
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",833,833
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3244,3244
"Month","July","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",5063,5063
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",871,831
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1487,1419
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24969,23834
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9867,9418
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",361,345
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6451,6158
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",28800,27491
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1230,1174
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9932,9481
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3299,3149
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2815,2687
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",856,817
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6849,6538
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",12138,11586
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",851,812
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3405,3250
"Month","August","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",5230,4992
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",832,832
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1429,1429
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24631,24631
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9660,9660
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",352,352
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6282,6282
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",28131,28131
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1130,1130
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9630,9630
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3138,3138
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2739,2739
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",872,872
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6695,6695
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11966,11966
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",801,801
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3311,3311
"Month","September","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",5101,5101
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",864,825
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1424,1359
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",23646,22571
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9553,9119
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",331,316
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6308,6021
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",26964,25738
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1138,1086
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9292,8870
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3042,2904
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2722,2598
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",871,831
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6079,5803
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11674,11143
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",812,775
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3204,3058
"Month","October","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4917,4694
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Bone and soft tissue",888,848
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Brain and CNS",1409,1345
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Breast",24053,22960
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Colorectal",9620,9183
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Endocrine",315,301
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Gynaecological",6227,5944
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Haematological",27145,25911
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Head and Neck",1123,1072
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Lung",9364,8938
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Melanoma",3112,2971
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Oesophago-gastric",2792,2665
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Other cancer",898,857
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Other haematology",6218,5935
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Prostate",11561,11036
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Unknown",839,801
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Upper GI excl OG",3272,3123
"Month","November","2023 (incomplete)","National","England","Regimens","Tumour group","Urological excl prostate",4911,4688
